STARTTESTT,COMPONENTID,外延机台,PROBER_RECORD_SID,WAFERQTY,ELE_YIELD,OPERATORID,STARTTESTTIME,ENDTESTTIME,MACHINENO,UPDATETIME,VF1_MIN,VF1_AVG,VF1_MAX,VF1_STD,VF1_YIELD,VF2_MIN,VF2_AVG,VF2_MAX,VF2_STD,VF2_YIELD,VF3_MIN,VF3_AVG,VF3_MAX,VF3_STD,VF3_YIELD,VF4_MIN,VF4_AVG,VF4_MAX,VF4_STD,VF4_YIELD,VF5_MIN,VF5_AVG,VF5_MAX,VF5_STD,VF5_YIELD,VFM2_MIN,VFM2_AVG,VFM2_MAX,VFM2_STD,VFM2_YIELD,DVF_MIN,DVF_AVG,DVF_MAX,DVF_STD,DVF_YIELD,VF_MIN,VF_AVG,VF_MAX,VF_STD,VF_YIELD,VFD_MIN,VFD_AVG,VFD_MAX,VFD_STD,VFD_YIELD,VZ1_MIN,VZ1_AVG,VZ1_MAX,VZ1_STD,VZ1_YIELD,IR1_MIN,IR1_AVG,IR1_MAX,IR1_STD,IR1_YIELD,IR2_MIN,IR2_AVG,IR2_MAX,IR2_STD,IR2_YIELD,LOP1_MIN,LOP1_AVG,LOP1_MAX,LOP1_STD,LOP1_YIELD,LOP2_MIN,LOP2_AVG,LOP2_MAX,LOP2_STD,LOP2_YIELD,LOP3_MIN,LOP3_AVG,LOP3_MAX,LOP3_STD,LOP3_YIELD,LOP4_MIN,LOP4_AVG,LOP4_MAX,LOP4_STD,LOP4_YIELD,LOP5_MIN,LOP5_AVG,LOP5_MAX,LOP5_STD,LOP5_YIELD,WLP1_MIN,WLP1_AVG,WLP1_MAX,WLP1_STD,WLP1_YIELD,WLD1_MIN,WLD1_AVG,WLD1_MAX,WLD1_STD,WLD1_YIELD,WLC1_MIN,WLC1_AVG,WLC1_MAX,WLC1_STD,WLC1_YIELD,HW1_MIN,HW1_AVG,HW1_MAX,HW1_STD,HW1_YIELD,PURITY1_MIN,PURITY1_AVG,PURITY1_MAX,PURITY1_STD,PURITY1_YIELD,WLP2_MIN,WLP2_AVG,WLP2_MAX,WLP2_STD,WLP2_YIELD,WLD2_MIN,WLD2_AVG,WLD2_MAX,WLD2_STD,WLD2_YIELD,ESD_HBM_YIELD,ESD_MM_YIELD
2018/12/10 0:00,X1A1618B28DP-12-01-01,A16,A2018121010315315420000,582493,95.33797,QZ6556,2018/12/10 3:05,2018/12/10 10:30,ABPRBC34,2018/12/10 10:31,2.736,3.01664,3.512,0.02588,97.96083,,,,,,,,,,,1.507,2.34526,2.52,0.02295,97.92066,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,12.054,51.74358,79.984,5.10553,96.23446,0,6.00E-05,0.321,0.00194,99.84635,,,,,98.02023,1.03887,4.31375,5.81991,0.32431,97.99191,,,,,,,,,,,,,,,,,,,,,424.3,458.96311,483,2.68763,97.94058,432.82,463.94903,484.79,2.5148,97.24718,,,,,,14.5,20.41459,36.12,0.79051,97.94555,,,,,,,,,,,,,,,,100,
2018/9/18 0:00,X1B0218909BY-24-01,B02,A2018092412475068400000,578971,97.14943,QZ6137,2018/9/18 20:24,2018/9/19 4:09,ABPRB T07,2018/9/24 12:47,2.703,2.96741,3.287,0.06459,99.41206,,,,,,,,,,,1.901,2.33978,2.526,0.02199,99.41586,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,28.767,59.92732,75.3,2.88838,99.5663,0,0.00805,4,0.1211,99.81933,,,,,99.43797,1.05905,4.03128,5.22706,0.28663,99.301,,,,,,,,,,,,,,,,,,,,,437.7,463.93676,480.9,2.39193,,444.4,467.72977,482.6,2.02441,97.52216,,,,,,16.6,20.72339,49.6,0.72704,99.44868,,,,,,,,,,,,,,,,100,
2018/10/12 0:00,X1B0518A02BP-19-01-03,B05,A2018101208534200700000,585296,97.02117,QZ6781,2018/10/12 2:51,2018/10/12 8:42,ABPRBS79,2018/10/12 8:53,2.706,2.9505,4.864,0.07952,98.8141,,,,,,,,,,,1.567,2.34186,2.709,0.02516,98.90363,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,13.06,58.82027,72.982,2.37275,99.60328,0,0,0.054,0.00036,99.95882,,,,,99.76747,3.06824,4.45088,5.05073,0.1274,99.85238,,,,,,,,,,,,,,,,,,,,,431.16,460.94939,484.15,2.58148,99.80044,436.32,465.32569,487.23,2.51316,99.00768,,,,,,15.55,20.3611,26.81,0.76495,99.85238,,,,,,,,,,,,,,,,100,
2018/9/10 0:00,X1B0618831CY-21,B06,A2018091005454408820000,535712,96.78652,QZ6352,2018/9/10 0:52,2018/9/10 5:42,ABPRBA26,2018/9/10 5:45,2.699,2.85657,4.656,0.05547,99.5617,,,,,,,,,,,1.529,2.32904,2.63,0.0172,99.43701,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,16.94,60.40083,79.927,2.86217,99.32072,0,1.00E-05,0.12,0.00076,99.81016,,,,,99.5729,1.11093,4.5176,5.51844,0.15458,99.92533,,,,,,,,,,,,,,,,,,,,,424.62,462.58005,488.27,2.4565,,433.94,467.11667,490.44,2.08645,97.36276,,,,,,18.43,22.82812,33.75,0.54516,99.95221,,,,,,,,,,,,,,,,100,
2018/9/10 0:00,X1B0618831CY-23-02,B06,A2018091006525821390000,582240,94.09745,QZ6352,2018/9/10 1:25,2018/9/10 6:48,ABPRBA28,2018/9/10 6:52,2.717,2.89278,5.008,0.10535,97.36174,,,,,,,,,,,1.517,2.31992,2.709,0.02276,98.6746,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,11.027,60.70509,72.529,3.30376,98.52793,0,4.00E-05,4.916,0.00668,99.82275,,,,,99.13541,1.58058,4.34802,5.654,0.14219,99.91481,,,,,,,,,,,,,,,,,,,,,432.45,463.01705,487.92,2.64952,,438.72,466.79172,489.63,2.0457,97.40863,,,,,,16.37,21.02109,28.28,0.60692,99.95603,,,,,,,,,,,,,,,,100,
2018/11/5 0:00,X1B0618A24AP-11-01,B06,A2018110515074908750000,584605,98.3228,QZ7188,2018/11/5 4:55,2018/11/5 13:12,ABPRBS63,2018/11/5 15:07,2.83,2.97755,3.199,0.04414,99.73623,,,,,,,,,,,1.923,2.33125,2.499,0.01764,99.73589,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,14.965,61.60869,77.159,2.84953,99.75368,0,7.00E-05,4.796,0.01232,99.87564,,,,,99.7205,1.45478,4.10627,4.95015,0.23338,99.56073,,,,,,,,,,,,,,,,,,,,,432.88,460.04324,586.45,2.69851,99.52036,439.65,464.91323,590.5,2.56775,98.43963,,,,,,8.81,21.41146,29.28,1.00736,99.57424,,,,,,,,,,,,,,,,100,
2018/10/13 0:00,X1B0818A03BP-09-01-03,B08,A2018101307242529730000,583296,97.6926,QZ6556,2018/10/13 2:10,2018/10/13 7:18,ABPRBC31,2018/10/13 7:24,2.719,2.9373,4.979,0.04077,99.33601,,,,,,,,,,,1.527,2.33928,2.676,0.02839,99.24481,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,15.726,67.90597,79.996,2.72169,99.38196,0,3.00E-05,0.151,0.00157,99.7545,,,,,99.50711,1.65718,4.50941,6.43855,0.19509,99.88479,,,,,,,,,,,,,,,,,,,,,422.57,456.78429,479.9,2.46936,99.95063,433.51,463.18728,484.18,2.37391,98.719,,,,,,14.92,19.89719,30.76,0.69839,99.94788,,,,,,,,,,,,,,,,100,
2018/10/13 0:00,X1B0818A03BP-11-01,B08,A2018101310322335660000,584288,97.99072,QZ6556,2018/10/13 4:05,2018/10/13 10:27,ABPRBC36,2018/10/13 10:32,2.742,2.92549,4.984,0.03421,99.37171,,,,,,,,,,,1.503,2.35729,2.706,0.01703,99.33235,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,14.408,65.72607,76.244,2.4508,99.29658,0,6.00E-05,0.145,0.00158,99.74499,,,,,99.43983,1.01477,4.59621,5.28476,0.22602,99.84117,,,,,,,,,,,,,,,,,,,,,425.07,458.39838,485.08,2.56938,99.88225,438.2,463.46069,487.71,2.33184,98.95668,,,,,,15.36,19.65886,44.57,0.5695,99.92333,,,,,,,,,,,,,,,,100,
2018/10/13 0:00,X1B0818A03BP-11-01-01,B08,A2018101310322335660000,584288,97.99072,QZ6556,2018/10/13 4:05,2018/10/13 10:27,ABPRBC36,2018/10/13 10:32,2.742,2.92549,4.984,0.03421,99.37171,,,,,,,,,,,1.503,2.35729,2.706,0.01703,99.33235,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,14.408,65.72607,76.244,2.4508,99.29658,0,6.00E-05,0.145,0.00158,99.74499,,,,,99.43983,1.01477,4.59621,5.28476,0.22602,99.84117,,,,,,,,,,,,,,,,,,,,,425.07,458.39838,485.08,2.56938,99.88225,438.2,463.46069,487.71,2.33184,98.95668,,,,,,15.36,19.65886,44.57,0.5695,99.92333,,,,,,,,,,,,,,,,100,
2018/10/8 0:00,X1B0918930CP-17-01,B09,A2018100904020905930000,585709,95.16535,QZ7156,2018/10/8 21:16,2018/10/9 3:46,ABPRBR49,2018/10/9 4:02,2.718,2.84518,4.916,0.04308,97.86498,,,,,,,,,,,1.504,2.2947,2.706,0.03629,97.5802,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,5.358,60.02519,79.879,3.50096,97.29456,0,0.00016,4.841,0.01635,99.73536,,,,,98.32613,1.0191,4.16052,5.99611,0.17258,99.67492,,,,,,,,,,,,,,,,,,,,,427.03,460.82322,480.04,2.98181,99.83336,436.09,466.7624,483.29,2.76782,98.8636,,,,,,16.41,20.2301,33.52,0.54313,99.83336,,,,,,,,,,,,,,,,100,
2018/10/12 0:00,X1B0918A02DP-27-01-01,B09,A2018101217150763640000,583824,98.39609,QZ7100,2018/10/12 10:14,2018/10/12 17:08,ABPRBJ39,2018/10/12 17:15,2.722,2.92812,4.918,0.04967,99.41318,,,,,,,,,,,1.526,2.35305,2.681,0.01653,99.36042,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,14.713,62.5201,74.001,2.50619,99.26896,0,0.00301,0.068,0.00596,99.84053,,,,,99.53513,1.3758,4.43421,4.93667,0.16276,99.90682,,,,,,,,,,,,,,,,,,,,,435.5,461.25658,483.52,2.62614,99.93697,442.1,465.65094,485.44,2.35082,99.31486,,,,,,17.1,20.35205,42.69,0.51333,99.92601,,,,,,,,,,,,,,,,100,
2018/11/1 0:00,X1B0918A04AP-02-01-01,B09,A2018110519465120380000,573546,98.61493,QZ6920,2018/11/1 10:46,2018/11/1 19:35,ABPRBS77,2018/11/5 19:46,2.542,2.95834,3.199,0.05733,99.32856,,,,,,,,,,,1.57,2.33864,2.496,0.01789,99.31322,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,9.12,59.72351,79.827,2.69944,99.38453,0,0.00032,4.927,0.02769,99.74684,,,,,99.33222,1.00128,4.54128,5.26875,0.19312,99.17339,,,,,,,,,,,,,,,,,,,,,433.05,461.19074,483.55,2.5209,99.21419,442.8,466.35571,487.98,2.26619,98.88849,,,,,,16.12,21.1442,35.85,0.6821,99.20076,,,,,,,,,,,,,,,,100,
2018/11/13 0:00,X1B0918B04BP-01-01-02,B09,A2018111322212814550000,582351,97.43145,QZ6158,2018/11/13 14:47,2018/11/13 22:18,ABPRBJ33,2018/11/13 22:21,2.707,2.92697,4.602,0.04327,99.36379,,,,,,,,,,,1.5,2.35033,2.521,0.01925,99.35262,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,12.615,62.10624,79.994,3.18436,99.02825,0,0.00165,2.547,0.00528,99.96995,,,,,99.38027,1.00004,4.15492,5.42436,0.19512,98.63089,,,,,,,,,,,,,,,,,,,,,434.17,462.86994,479.96,2.66398,98.72688,440.62,467.25031,483.09,2.57826,98.07144,,,,,,15.46,20.84957,35.62,0.79206,98.72294,,,,,,,,,,,,,,,,100,
2018/10/11 0:00,X1B1218A01BP-28-01-02,B12,A2018101206390819300000,583250,97.80369,QZ6779,2018/10/11 21:32,2018/10/12 6:23,ABPRBD21,2018/10/12 6:39,2.728,2.87903,4.996,0.05612,99.32002,,,,,,,,,,,1.504,2.33089,2.704,0.019,99.21046,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,12.852,60.73661,72.966,4.16147,99.1129,0,0.01543,4.993,0.03199,99.84278,,,,,99.48238,1.71547,3.8472,4.70195,0.18477,99.67441,,,,,,,,,,,,,,,,,,,,,435.23,462.31367,484.21,2.8201,99.79631,440.44,466.02619,486.38,2.72648,99.12422,,,,,,14.61,19.59567,23.35,0.5602,99.85804,,,,,,,,,,,,,,,,100,
